State,Year,Total_RE,RE_Growth,GSDP (crore INR),GSDP_Growth,TOTAL_CO2,NET_GENERATION,Emission_Intensity
Andhra Pradesh,2006,353.2145639641019,,216140.0,,0.0,0.0,0.0
Andhra Pradesh,2006,353.2145639641019,,216140.0,,0.0,0.0,0.0
Andhra Pradesh,2007,373.77673937708073,5.82144042482593,239372.0,10.748588877579346,1402106.0,1333.9,5.857435289006233
Andhra Pradesh,2007,373.77673937708073,5.82144042482593,239372.0,10.748588877579346,1396925.03,1288.81,5.835791278846314
Andhra Pradesh,2009,394.2920227138608,3.972302080435175,265140.0,5.452390516682515,3080269.47,3338.62,11.617520819189863
Andhra Pradesh,2009,394.2920227138608,3.972302080435175,265140.0,5.452390516682515,0.0,0.0,0.0
Andhra Pradesh,2009,394.2920227138608,3.972302080435175,265140.0,5.452390516682515,0.0,0.0,0.0
Andhra Pradesh,2009,394.2920227138608,3.972302080435175,265140.0,5.452390516682515,0.0,0.0,0.0
Andhra Pradesh,2009,394.2920227138608,3.972302080435175,265140.0,5.452390516682515,0.0,0.0,0.0
Andhra Pradesh,2009,394.2920227138608,3.972302080435175,265140.0,5.452390516682515,0.0,0.0,0.0
Andhra Pradesh,2009,394.2920227138608,3.972302080435175,265140.0,5.452390516682515,0.0,0.0,0.0
Andhra Pradesh,2009,394.2920227138608,3.972302080435175,265140.0,5.452390516682515,0.0,0.0,0.0
Andhra Pradesh,2010,438.6050347213058,11.238627579235395,282786.0,6.655351889567784,1287680.12,1185.66,4.55354975140212
Andhra Pradesh,2010,438.6050347213058,11.238627579235395,282786.0,6.655351889567784,0.0,0.0,0.0
Andhra Pradesh,2010,438.6050347213058,11.238627579235395,282786.0,6.655351889567784,0.0,0.0,0.0
Andhra Pradesh,2011,497.2787450644965,13.377345378735228,379402.0,34.16576492471339,2527151.0,2638.75,6.6608794893015855
Andhra Pradesh,2012,627.6387168959207,26.214667955397264,380629.0,0.32340367209451326,2859001.74,2952.98,7.511255684669324
Andhra Pradesh,2012,627.6387168959207,26.214667955397264,380629.0,0.32340367209451326,567048.38,541.3,1.48976662314222
Andhra Pradesh,2012,627.6387168959207,26.214667955397264,380629.0,0.32340367209451326,636786.23,609.5,1.6729840080498333
Andhra Pradesh,2012,627.6387168959207,26.214667955397264,380629.0,0.32340367209451326,0.0,0.0,0.0
Andhra Pradesh,2013,1479.8200000000002,135.77576719910894,407115.0,6.958481881306988,0.0,0.0,0.0
Andhra Pradesh,2014,1887.8400000000001,27.572272303388257,444564.0,9.198629379904943,3437335.7,3150.93,7.731925437057432
Andhra Pradesh,2014,1887.8400000000001,27.572272303388257,444564.0,9.198629379904943,798824.17,779.73,1.7968710241944919
Andhra Pradesh,2014,1887.8400000000001,27.572272303388257,444564.0,9.198629379904943,863292.64,834.17,1.9418860726464582
Andhra Pradesh,2015,2618.1400000000003,38.68442240867871,498606.0,12.156179987583338,3131671.18,2906.36,6.280853379221269
Andhra Pradesh,2015,2618.1400000000003,38.68442240867871,498606.0,12.156179987583338,3726747.17,4275.29,7.474332779790054
Andhra Pradesh,2015,2618.1400000000003,38.68442240867871,498606.0,12.156179987583338,4146289.95,4758.11,8.31576425073104
Andhra Pradesh,2015,2618.1400000000003,38.68442240867871,498606.0,12.156179987583338,2731694.56,2805.0,5.478663634212183
Andhra Pradesh,2015,2618.1400000000003,38.68442240867871,498606.0,12.156179987583338,0.0,0.0,0.0
Andhra Pradesh,2015,2618.1400000000003,38.68442240867871,498606.0,12.156179987583338,0.0,0.0,0.0
Andhra Pradesh,2015,2618.1400000000003,38.68442240867871,498606.0,12.156179987583338,0.0,0.0,0.0
Andhra Pradesh,2015,2618.1400000000003,38.68442240867871,498606.0,12.156179987583338,0.0,0.0,0.0
Andhra Pradesh,2016,6106.26,133.22893351768812,540212.0,8.344464366654236,3891980.84,4452.91,7.2045434755244235
Andhra Pradesh,2016,6106.26,133.22893351768812,540212.0,8.344464366654236,2290229.84,2325.0,4.2395019732993715
Andhra Pradesh,2017,6801.7,11.388968042631653,594737.0,10.093259683235466,3842557.73,4364.97,6.460936060813435
Andhra Pradesh,2017,6801.7,11.388968042631653,594737.0,10.093259683235466,0.0,0.41,0.0
Andhra Pradesh,2017,6801.7,11.388968042631653,594737.0,10.093259683235466,0.0,0.3,0.0
Andhra Pradesh,2018,7838.58,15.244424188070639,626614.0,5.359848134553591,3199752.75,3259.0,5.106417587222756
Andhra Pradesh,2023,14239.33,53.6941213549897,804470.0,4.926307551845577,2954084.55,3030.02,3.672087896378982
Andhra Pradesh,2023,14239.33,53.6941213549897,804470.0,4.926307551845577,741973.25,700.51,0.9223131378423061
Andhra Pradesh,2023,14239.33,53.6941213549897,804470.0,4.926307551845577,0.0,0.0,0.0
Assam,2007,27.11,1184.8341232227488,50222.0,5.7260746915919425,0.0,218.5,0.0
Assam,2007,27.11,1184.8341232227488,50222.0,5.7260746915919425,0.0,108.74,0.0
Assam,2011,31.11,14.754703061600893,143175.0,140.18218114106458,61885.68,106.45,0.43223803038239916
Assam,2015,34.11,0.0,191109.0,15.67501150037527,1616820.53,1605.0,8.460200880126001
Assam,2017,46.56,1.4600130747439488,219919.0,8.827153468163761,1414573.97,1407.0,6.4322499192884655
Assam,2017,46.56,1.4600130747439488,219919.0,8.827153468163761,228935.75,501.55,1.0410003228461389
Assam,2018,56.51,21.370274914089336,231040.0,5.056861844588245,32117.88,68.97,0.1390143698060942
Assam,2018,56.51,21.370274914089336,231040.0,5.056861844588245,32440.47,69.66,0.1404106215373961
Assam,2018,56.51,21.370274914089336,231040.0,5.056861844588245,33593.2,72.14,0.14539993074792243
Assam,2018,56.51,21.370274914089336,231040.0,5.056861844588245,28217.76,60.6,0.12213365650969528
Assam,2018,56.51,21.370274914089336,231040.0,5.056861844588245,27686.25,59.46,0.11983314577562326
Assam,2018,56.51,21.370274914089336,231040.0,5.056861844588245,32390.49,69.56,0.1401942953601108
Assam,2018,56.51,21.370274914089336,231040.0,5.056861844588245,30986.16,66.54,0.1341159972299169
Assam,2019,75.34,33.321536011325435,251924.0,9.039127423822713,1590499.31,1610.0,6.313409242469952
Assam,2020,87.67,16.36580833554553,250923.0,-0.39734205554056157,76685.74,167.59,0.30561463078314866
Bihar,2007,50.4,0.0,89620.0,8.770056072044085,3440356.37,3607.0,38.388265677304176
Bihar,2008,50.4,0.0,104491.0,16.593394331622413,3242834.43,3387.0,31.034581255801935
Bihar,2009,54.6,8.333333333333348,109420.0,4.717152673435998,3077932.44,3232.0,28.129523304697496
Bihar,2013,70.7,-37.98245614035088,269650.0,4.983044644560475,3414592.99,3775.2,12.663055776005935
Bihar,2015,119.22,4.468980021030489,296488.0,6.0848283610393405,3892230.13,4211.72,13.127783013140498
Bihar,2015,119.22,4.468980021030489,296488.0,6.0848283610393405,1269736.87,1224.92,4.282591099808425
Bihar,2016,292.21999999999997,145.10988089246771,318797.0,7.524419200777088,1421911.37,1476.79,4.460240748815077
Bihar,2017,334.35,14.417219902812972,344028.0,7.914440851074511,1411849.12,1393.74,4.103878521515691
Bihar,2017,334.35,14.417219902812972,344028.0,7.914440851074511,1594989.97,1664.98,4.636221383143233
Bihar,2018,334.35,0.0,381383.0,10.858127826804797,1333224.62,1326.21,3.4957631042809987
Bihar,2018,334.35,0.0,381383.0,10.858127826804797,1417381.28,1425.68,3.716424906196658
Bihar,2019,343.47,2.7276805742485477,409645.0,7.410398470828539,1661819.1,1740.19,4.056729851456749
Bihar,2019,343.47,2.7276805742485477,409645.0,7.410398470828539,4265191.78,4831.77,10.41192198122765
Bihar,2021,387.34999999999997,2.846294772057445,435629.0,3.750092287613449,2647293.59,2702.05,6.076945267647471
Bihar,2021,387.34999999999997,2.846294772057445,435629.0,3.750092287613449,1475753.34,1569.1,3.3876379671693115
Bihar,2021,387.34999999999997,2.846294772057445,435629.0,3.750092287613449,3872752.13,4109.21,8.890023689882904
Bihar,2021,387.34999999999997,2.846294772057445,435629.0,3.750092287613449,4218119.0,4643.54,9.682824146234525
Bihar,2023,700.1400000000001,39.70109942734004,476827.0,4.515067027889574,2536016.97,2982.99,5.3185263628108315
Delhi,2010,2.14,4180.0,144443.0,8.855846622253027,274049.66,694.34,1.8972858497815746
Delhi,2010,2.14,4180.0,144443.0,8.855846622253027,0.0,0.0,0.0
Delhi,2010,2.14,4180.0,144443.0,8.855846622253027,0.0,0.0,0.0
Delhi,2011,2.53,18.224299065420535,343798.0,138.01638016380164,243279.74,616.38,0.7076240699480508
Delhi,2011,2.53,18.224299065420535,343798.0,138.01638016380164,0.0,0.0,0.0
Delhi,2012,2.56,1.1857707509881577,366628.0,6.640527286371656,279902.32,709.17,0.7634504729589666
Delhi,2013,5.15,101.171875,392908.0,7.168028628473544,73299.67,185.71,0.18655682755250594
Delhi,2014,5.47,6.2135922330097015,428355.0,9.021704826575183,60634.5,153.63,0.14155198375179465
Delhi,2014,5.47,6.2135922330097015,428355.0,9.021704826575183,74108.45,187.76,0.17300708524471525
Gujarat,2006,643.6,,189436.0,,7198.32,14.01,0.037998690850735865
Gujarat,2006,643.6,,189436.0,,0.0,435.28,0.0
Gujarat,2007,1260.4,95.83592293349908,213092.0,12.48759475495682,3065.59,5.96,0.014386227544910181
Gujarat,2008,1574.0,24.88099016185337,228460.0,7.211908471458339,295976.92,785.14,1.2955305961656307
Gujarat,2009,1876.73,19.23316391359593,252528.0,10.534885756806434,125478.84,61.91,0.4968908002280935
Gujarat,2009,1876.73,19.23316391359593,252528.0,10.534885756806434,966448.03,1077.78,3.827092560032947
Gujarat,2009,1876.73,19.23316391359593,252528.0,10.534885756806434,435404.25,1155.01,1.7241820708990687
Gujarat,2009,1876.73,19.23316391359593,252528.0,10.534885756806434,621924.2,1649.79,2.4627930368117594
Gujarat,2009,1876.73,19.23316391359593,252528.0,10.534885756806434,70836.99,168.16,0.2805114284356586
Gujarat,2009,1876.73,19.23316391359593,252528.0,10.534885756806434,39550.65,93.89,0.15661886998669455
Gujarat,2010,2197.5299999999997,17.093561673762323,272040.0,7.726667933852882,951374.95,1059.4,3.4971877297456255
Gujarat,2010,2197.5299999999997,17.093561673762323,272040.0,7.726667933852882,1135685.61,1200.95,4.174700816056463
Gujarat,2010,2197.5299999999997,17.093561673762323,272040.0,7.726667933852882,989103.39,1038.23,3.6358748345831495
Gujarat,2010,2197.5299999999997,17.093561673762323,272040.0,7.726667933852882,2399192.74,2742.28,8.819264593442142
Gujarat,2010,2197.5299999999997,17.093561673762323,272040.0,7.726667933852882,861634.9,683.84,3.167309586825467
Gujarat,2010,2197.5299999999997,17.093561673762323,272040.0,7.726667933852882,920000.1,728.06,3.3818559770621968
Gujarat,2011,3607.2700000000004,64.15111511560711,615606.0,126.29245699161888,2368675.78,2695.65,3.8477139274146124
Gujarat,2011,3607.2700000000004,64.15111511560711,615606.0,126.29245699161888,3418391.93,3771.9,5.552889234347943
Gujarat,2012,4078.58,13.065559273356286,682650.0,10.890732059141728,3684221.64,4062.96,5.396940804218853
Gujarat,2012,4078.58,13.065559273356286,682650.0,10.890732059141728,2857476.15,3127.15,4.185858272907053
Gujarat,2012,4078.58,13.065559273356286,682650.0,10.890732059141728,3916132.85,4623.0,5.736662784735955
Gujarat,2012,4078.58,13.065559273356286,682650.0,10.890732059141728,3832957.12,4626.0,5.61482036182524
Gujarat,2012,4078.58,13.065559273356286,682650.0,10.890732059141728,3836040.86,4664.0,5.619337669376693
Gujarat,2012,4078.58,13.065559273356286,682650.0,10.890732059141728,2169689.81,2331.0,3.178334153665861
Gujarat,2012,4078.58,13.065559273356286,682650.0,10.890732059141728,1359736.65,1433.0,1.9918503625576796
Gujarat,2012,4078.58,13.065559273356286,682650.0,10.890732059141728,12181.9,29.62,0.01784501574745477
Gujarat,2012,4078.58,13.065559273356286,682650.0,10.890732059141728,480373.47,1298.53,0.7036892551087672
Gujarat,2013,4430.2,8.621137748922415,734284.0,7.56375888083205,0.0,0.0,0.0
Gujarat,2013,4430.2,8.621137748922415,734284.0,7.56375888083205,3910295.17,4757.0,5.325317138872697
Gujarat,2013,4430.2,8.621137748922415,734284.0,7.56375888083205,2371193.62,2353.51,3.2292595508005077
Gujarat,2013,4430.2,8.621137748922415,734284.0,7.56375888083205,35548.99,66.66,0.04841313442755119
Gujarat,2014,4717.55,6.486163152905067,811428.0,10.506016745564395,217307.98,562.44,0.267809318879802
Gujarat,2014,4717.55,6.486163152905067,811428.0,10.506016745564395,20448.25,52.76,0.02520032584529989
Gujarat,2014,4717.55,6.486163152905067,811428.0,10.506016745564395,139413.33,360.79,0.17181232345938272
Gujarat,2014,4717.55,6.486163152905067,811428.0,10.506016745564395,115813.44,225.44,0.14272793149854332
Gujarat,2014,4717.55,6.486163152905067,811428.0,10.506016745564395,88878.03,182.31,0.10953286058652154
Gujarat,2015,5229.57,10.85351506608303,894465.0,10.23344030523965,389172.86,360.21,0.43509009296059653
Gujarat,2015,5229.57,10.85351506608303,894465.0,10.23344030523965,349254.33,332.27,0.3904617061595479
Gujarat,2016,6671.889999999999,27.580087846610702,981342.0,9.712733309855604,1204155.89,811.0,1.2270501924915065
Gujarat,2017,7295.32,9.344128875026424,1086570.0,10.722867257286461,1116714.45,743.0,1.027742759325216
Gujarat,2019,10636.14,22.93557410018725,1268957.0,7.264205169819604,4219168.09,4609.54,3.3249102136636624
Gujarat,2023,29624.64,78.5111536931921,1361467.0,3.2287928497069185,0.0,3492.13,0.0
Gujarat,2024,37406.06,26.26671581494322,1358385.0,-0.2263734633303649,0.0,0.0,0.0
Haryana,2007,68.7,0.0,103244.0,9.52178894216489,1614217.0,1660.88,15.634971523768936
Haryana,2007,68.7,0.0,103244.0,9.52178894216489,1461899.41,1505.07,14.15965489519972
Haryana,2010,105.89999999999999,35.943517329910144,128983.0,7.122509488650985,2615019.65,2641.71,20.27414194118605
Haryana,2010,105.89999999999999,35.943517329910144,128983.0,7.122509488650985,2281295.99,2341.44,17.686795856818343
Haryana,2010,105.89999999999999,35.943517329910144,128983.0,7.122509488650985,1646223.97,1661.39,12.76310808401107
Haryana,2011,122.69999999999999,15.86402266288951,297539.0,130.68078739058637,2713584.72,2761.67,9.120097600650672
Haryana,2012,123.19999999999999,0.4074979625101838,320912.0,7.855440799357405,2268266.73,2336.46,7.06818919205265
Haryana,2012,123.19999999999999,0.4074979625101838,320912.0,7.855440799357405,3580139.72,4060.28,11.15614162137907
Haryana,2012,123.19999999999999,0.4074979625101838,320912.0,7.855440799357405,3261317.2,3680.05,10.162652689833974
Jharkhand,2009,4.05,0.0,60555.0,10.794986734973921,1610515.06,1663.01,26.595905540417803
Jharkhand,2010,4.05,0.0,64698.0,6.841714144166455,1628915.28,1727.89,25.177212278586666
Jharkhand,2011,8.05,98.76543209876544,150918.0,133.26532504868774,3466621.01,3519.16,22.97022893226785
Jharkhand,2011,8.05,98.76543209876544,150918.0,133.26532504868774,3628297.51,3868.0,24.041515988815117
Jharkhand,2012,20.05,149.06832298136644,163250.0,8.171324825401882,1933277.8,1902.86,11.842436753445636
Jharkhand,2012,20.05,149.06832298136644,163250.0,8.171324825401882,3628297.51,3868.0,22.2254058805513
Jharkhand,2013,20.05,0.0,165816.0,1.5718223583460977,3102877.39,3175.87,18.71277434023255
Jharkhand,2013,20.05,0.0,165816.0,1.5718223583460977,1546212.75,1517.26,9.32487063974526
Jharkhand,2016,27.32,34.980237154150196,193174.0,10.460255831108011,3279574.72,3388.76,16.977309161688428
Jharkhand,2023,126.83999999999999,15.529647508880595,273810.0,6.031738655637908,0.0,0.0,0.0
Jharkhand,2023,126.83999999999999,15.529647508880595,273810.0,6.031738655637908,0.0,0.0,0.0
Karnataka,2007,1737.6799999999998,16.475855966967835,171984.0,12.559393693469634,2777592.95,2413.88,16.15029857428598
Karnataka,2007,1737.6799999999998,16.475855966967835,171984.0,12.559393693469634,0.0,1716.48,0.0
Karnataka,2009,2455.4300000000003,17.733676003797516,189773.0,5.541435634478797,1208910.75,1458.22,6.370298988791872
Karnataka,2009,2455.4300000000003,17.733676003797516,189773.0,5.541435634478797,891806.5,1022.57,4.69933288718627
Karnataka,2009,2455.4300000000003,17.733676003797516,189773.0,5.541435634478797,0.0,145.03,0.0
Karnataka,2009,2455.4300000000003,17.733676003797516,189773.0,5.541435634478797,0.0,119.79,0.0
Karnataka,2010,2881.38,17.347267077456884,203281.0,7.117977794522923,1240434.38,1043.99,6.1020674829423305
Karnataka,2010,2881.38,17.347267077456884,203281.0,7.117977794522923,2355267.99,2625.42,11.586267235993528
Karnataka,2011,3266.13,13.35297669866522,606010.0,198.11443273104717,2380960.63,2651.32,3.9289131037441622
Karnataka,2011,3266.13,13.35297669866522,606010.0,198.11443273104717,0.0,1795.67,0.0
Karnataka,2012,3604.29,10.353537673025869,649673.0,7.204996617217541,2218641.42,2063.33,3.415012506291627
Karnataka,2016,7456.969999999999,46.085626072578776,941774.0,13.285217663262493,3221284.04,3153.39,3.4204427389161305
Karnataka,2016,7456.969999999999,46.085626072578776,941774.0,13.285217663262493,3556218.54,4106.0,3.7760848568764906
Karnataka,2016,7456.969999999999,46.085626072578776,941774.0,13.285217663262493,2902720.9,3059.26,3.082184154584858
Karnataka,2017,12552.05,68.32641139765884,1019708.0,8.275233760966017,2619851.38,3030.0,2.5692172465058625
Karnataka,2017,12552.05,68.32641139765884,1019708.0,8.275233760966017,2535533.94,2662.72,2.4865294182256097
Karnataka,2018,13844.99,10.300628184240823,1082614.0,6.169020935405034,3715082.76,4206.0,3.4315857360056308
Kerala,2006,100.14,,115103.0,,0.0,437.42,0.0
Kerala,2010,171.9,6.340859882462113,155709.0,6.898942743374992,0.0,118.07,0.0
Kerala,2010,171.9,6.340859882462113,155709.0,6.898942743374992,0.0,152.5,0.0
Lakshadweep,2022,0.0,-100.0,600.0,11.111111111111116,0.0,0.0,0.0
Madhya Pradesh,2006,109.56,,101627.0,,3716644.39,3891.0,36.57142678618871
Madhya Pradesh,2006,109.56,,101627.0,,0.0,17.81,0.0
Madhya Pradesh,2006,109.56,,101627.0,,0.0,15.38,0.0
