State,Year,Installed - Bio-Mass Power,Installed - Small Hydro Power,Installed - Solar Power,Installed - Wind Power,Zone,Installed - Waste to Energy,Population,GSDP (crore INR)
Odisha,2015,20.0,64.63,66.92,0.0,East,0.0,43568091.0,292229.0
Odisha,2016,50.4,64.63,79.42,0.0,East,0.0,43966138.0,337348.0
Odisha,2017,59.22,64.63,79.57,0.0,East,0.0,44312222.0,361658.0
Odisha,2018,59.22,64.63,394.73,0.0,East,0.0,44658075.0,386799.0
Odisha,2019,59.22,64.63,397.84,0.0,East,0.0,45004105.0,410261.0
Odisha,2020,59.22,88.63,425.53,0.0,East,0.0,45350234.0,388328.0
Odisha,2021,59.22,106.63,451.24,0.0,East,0.0,45696240.0,427593.0
Odisha,2022,59.21965789794922,106.62873840332031,451.23870849609375,0.00011080960393883288,East,0.0,45987252.0,466857.0
Odisha,2023,59.21965789794922,106.62873840332031,451.23870849609375,0.00011080960393883288,East,0.0,46276133.0,506121.0
Odisha,2024,59.21965789794922,106.62873840332031,451.23870849609375,0.00011080960393883288,East,0.0,46566109.0,504537.03125
Puducherry,2006,0.0,0.0,0.02,0.0,South,0.0,1111083.0,5864.0
Puducherry,2007,0.0,0.0,0.02,0.0,South,0.0,1137421.0,7321.0
Puducherry,2008,0.0,0.0,0.02,0.0,South,0.0,1164393.0,8110.0
Puducherry,2009,0.0,0.0,0.03,0.0,South,0.0,1192000.0,9059.0
Puducherry,2010,0.0,0.0,0.79,0.0,South,0.0,1220241.0,10182.0
Puducherry,2011,0.0,0.0,0.03,0.0,South,0.0,1247953.0,16818.0
Puducherry,2012,0.0,0.0,0.03,0.0,South,0.0,1278953.0,17310.0
Puducherry,2013,0.0,0.0,0.03,0.0,South,0.0,1309945.0,19170.0
Puducherry,2014,0.0,0.0,0.03,0.0,South,0.0,1339944.0,18207.0
Puducherry,2015,0.0,0.0,0.03,0.0,South,0.0,1370941.0,19060.0
Puducherry,2016,0.0,0.0,0.08,0.0,South,0.0,1401939.0,20474.0
Puducherry,2017,0.0,0.0,0.16,0.0,South,0.0,1435936.0,22318.0
Puducherry,2018,0.0,0.0,3.14,0.0,South,0.0,1469933.0,25984.0
Puducherry,2019,0.0,0.0,5.51,0.0,South,0.0,1503927.0,26125.0
Puducherry,2020,0.0,0.0,9.51,0.0,South,0.0,1536922.0,25576.0
Puducherry,2021,0.0,0.0,13.69,0.0,South,0.0,1570923.0,27382.0
Puducherry,2022,0.0,0.0,13.688671112060547,0.0,South,0.0,1607915.0,28524.0
Puducherry,2023,0.0,0.0,13.688671112060547,0.0,South,0.0,1645912.0,29665.0
Puducherry,2024,0.0,0.0,13.688671112060547,0.0,South,0.0,1682909.0,29579.6484375
Punjab,2006,28.0,123.9,0.32,0.0,North,0.0,26127649.0,91299.0
Punjab,2007,28.0,123.911681187488,0.32,0.0,North,0.0,26464511.0,97577.0
Punjab,2008,28.0,123.9,0.32,0.0,North,0.0,26793156.0,103826.0
Punjab,2009,62.5,132.55,1.33,0.0,North,0.0,27113584.0,110775.0
Punjab,2010,74.5,154.5,2.33,0.0,North,0.0,27425795.0,117039.0
Punjab,2011,90.5,154.5,9.33,0.0,North,0.0,27743338.0,266628.0
Punjab,2012,124.5,154.5,9.33,0.0,North,0.0,28023343.0,280823.0
Punjab,2013,140.5,156.2,16.85,0.0,North,0.0,28302317.0,299450.0
Punjab,2014,140.5,157.4,185.27,0.0,North,0.0,28581358.0,312125.0
Punjab,2015,155.5,170.9,405.06,0.0,North,0.0,28861351.0,330052.0
Punjab,2016,179.0,170.9,793.95,0.0,North,0.0,29140298.0,352721.0
Punjab,2017,317.1,173.55,905.62,0.0,North,0.0,29380312.0,375406.0
Punjab,2018,317.1,173.55,905.62,0.0,North,9.25,29619321.0,397019.0
Punjab,2019,317.1,173.55,947.1,0.0,North,10.75,29859333.0,411646.0
Punjab,2020,473.45,173.55,982.3,0.0,North,18.2,30099332.0,395894.0
Punjab,2021,473.45,176.1,1100.07,0.0,North,18.2,30339348.0,410547.0
Punjab,2022,473.4493103027344,176.09873962402344,1100.06884765625,0.0,North,18.199312210083008,30535410.0,425200.0
Punjab,2023,473.4493103027344,176.09873962402344,1100.06884765625,0.0,North,18.199312210083008,30730349.0,439853.0
Punjab,2024,473.4493103027344,176.09873962402344,1100.06884765625,0.0,North,18.199312210083008,30926357.0,438706.40625
Rajasthan,2006,23.3,23.85,0.15,469.8,West,0.0,62161867.0,124339.0
Rajasthan,2007,23.3,23.85,0.15,538.8,West,0.0,63483578.0,135654.0
Rajasthan,2008,31.3,23.85,0.15,738.4,West,0.0,64778915.0,144568.0
Rajasthan,2009,31.3,23.85,0.15,1088.3,West,0.0,66047876.0,148200.0
Rajasthan,2010,73.3,23.85,5.15,1525.0,West,0.0,67290463.0,158315.0
Rajasthan,2011,83.3,23.85,197.65,2070.65,West,0.0,68548437.0,434837.0
Rajasthan,2012,91.3,23.85,552.9,2684.65,West,0.0,69687322.0,454564.0
Rajasthan,2013,101.3,23.85,730.1,2784.9,West,0.0,70825299.0,486230.0
Rajasthan,2014,111.3,23.85,942.1,3309.0,West,0.0,71963414.0,521509.0
Rajasthan,2015,108.3,23.85,1269.93,3993.95,West,0.0,73102258.0,563340.0
Rajasthan,2016,119.3,23.85,1812.93,4281.72,West,0.0,74240590.0,596746.0
Rajasthan,2017,121.3,23.85,2332.77,4297.72,West,0.0,75248461.0,628020.0
Rajasthan,2018,121.3,23.85,3226.79,4299.72,West,0.0,76256452.0,642929.0
Rajasthan,2019,121.3,23.85,5137.91,4299.72,West,0.0,77264559.0,679564.0
Rajasthan,2020,121.25,23.85,5925.6,4326.82,West,3.83,78273496.0,660118.0
Rajasthan,2021,121.25,23.85,12564.87,4326.82,West,3.83,79281418.0,697081.0
Rajasthan,2022,121.25050354003906,23.850000381469727,12564.8671875,4326.81884765625,West,3.829235792160034,80153513.0,734044.0
Rajasthan,2023,121.25050354003906,23.850000381469727,12564.8671875,4326.81884765625,West,3.829235792160034,81025426.0,771007.0
Rajasthan,2024,121.25050354003906,23.850000381469727,12564.8671875,4326.81884765625,West,3.829235792160034,81897401.0,769105.625
Sikkim,2006,0.0,39.11,0.0,0.0,North-East,0.0,575898.0,1514.0
Sikkim,2007,0.0,39.11,0.0,0.0,North-East,0.0,582830.0,1626.0
Sikkim,2008,0.0,39.11,0.0,0.0,North-East,0.0,589721.0,1756.0
Sikkim,2009,0.0,47.11,0.0,0.0,North-East,0.0,596572.0,1995.0
Sikkim,2010,0.0,52.11,0.0,0.0,North-East,0.0,603381.0,2234.0
Sikkim,2011,0.0,52.11,0.0,0.0,North-East,0.0,610577.0,11165.0
Sikkim,2012,0.0,52.11,0.0,0.0,North-East,0.0,616544.0,11421.0
Sikkim,2013,0.0,52.11,0.0,0.0,North-East,0.0,623514.0,12114.0
Sikkim,2014,0.0,52.11,0.0,0.0,North-East,0.0,630475.0,13071.0
Sikkim,2015,0.0,52.11,0.0,0.0,North-East,0.0,636424.0,14370.0
Sikkim,2016,0.0,52.11,0.0,0.0,North-East,0.0,643390.0,15397.0
Sikkim,2017,0.0,52.11,0.0,0.0,North-East,0.0,649343.0,17673.0
Sikkim,2018,0.0,52.11,0.01,0.0,North-East,0.0,656307.0,18625.0
Sikkim,2019,0.0,52.11,0.07,0.0,North-East,0.0,663256.0,19700.0
Sikkim,2020,0.0,52.11,1.94,0.0,North-East,0.0,669215.0,20434.0
Sikkim,2021,0.0,52.11,4.68,0.0,North-East,0.0,676155.0,21699.0
Sikkim,2022,0.0,52.10987091064453,4.678801536560059,0.0,North-East,0.0,682119.0,22964.0
Sikkim,2023,0.0,52.10987091064453,4.678801536560059,0.0,North-East,0.0,688071.0,24229.0
Sikkim,2024,0.0,52.10987091064453,4.678801536560059,0.0,North-East,0.0,694024.0,24169.505859375
Tamil Nadu,2006,215.5,89.7,0.05,3492.79,South,0.0,68969174.0,209302.0
Tamil Nadu,2007,290.5,89.7,0.05,3873.4,South,0.0,69652087.0,218538.0
Tamil Nadu,2008,333.7,89.7,0.05,4304.5,South,0.0,70307771.0,228479.0
Tamil Nadu,2009,395.7,90.05,0.05,4906.72,South,0.0,70936225.0,241122.0
Tamil Nadu,2010,488.2,96.55,5.05,5904.12,South,0.0,71537449.0,250711.0
Tamil Nadu,2011,532.7,123.05,15.05,6987.58,South,0.0,72147030.0,751486.0
Tamil Nadu,2012,538.7,123.05,17.11,7162.18,South,0.0,72645145.0,791824.0
Tamil Nadu,2013,571.3,123.05,98.36,7269.5,South,0.0,73141985.0,851976.0
Tamil Nadu,2014,662.3,123.05,142.58,7455.0,South,0.0,73640080.0,893915.0
Tamil Nadu,2015,641.9,123.05,1061.82,7613.86,South,0.0,74137073.0,967562.0
Tamil Nadu,2016,878.0,123.05,1691.83,7861.46,South,0.0,74635126.0,1036762.0
Tamil Nadu,2017,954.55,123.05,1908.57,8197.09,South,0.0,74989099.0,1125793.0
Tamil Nadu,2018,997.55,123.05,2575.22,8968.91,South,6.4,75342082.0,1204667.0
Tamil Nadu,2019,997.55,123.05,3915.88,9304.34,South,6.4,75695060.0,1278559.0
Tamil Nadu,2020,1012.65,123.05,4527.47,9608.04,South,27.26,76049061.0,1296659.0
Tamil Nadu,2021,1012.65,123.05,5067.18,9866.37,South,30.05,76402158.0,1364176.0
Tamil Nadu,2022,1012.6494750976562,123.04986572265625,5067.1787109375,9866.3662109375,South,30.048791885375977,76631155.0,1431694.0
Tamil Nadu,2023,1012.6494750976562,123.04986572265625,5067.1787109375,9866.3662109375,South,30.048791885375977,76860096.0,1499211.0
Tamil Nadu,2024,1012.6494750976562,123.04986572265625,5067.1787109375,9866.3662109375,South,30.048791885375977,77089106.0,1495971.0
Telangana,2006,124.672025565573,74.0169021490545,0.0413849047520573,50.6551234165182,South,0.0,33222338.0,360503.125
Telangana,2007,138.329044133752,74.8363232631453,0.0413849047520573,50.6965083212702,South,0.0,33583943.0,360503.125
Telangana,2008,142.177840275693,74.8363232631453,0.0413849047520573,50.6965083212702,South,0.0,33935373.0,360503.125
Telangana,2009,150.330666511848,77.3194175482687,0.0413849047520573,50.6965083212702,South,0.0,34276628.0,360503.125
Telangana,2010,150.330666511848,79.2231231668633,0.869082999793204,79.2520926001897,South,0.0,34607709.0,360503.125
Telangana,2011,150.330666511848,90.1487380214064,9.00121678357247,101.620633618677,South,0.0,34953587.0,359434.0
Telangana,2012,157.573024843458,90.6453568784311,9.66337525960539,185.259526122585,South,0.0,35239570.0,370113.0
Telangana,2014,0.0,0.0,61.25,0.0,South,0.0,35812161.0,416332.0
Telangana,2015,0.0,0.0,527.84,77.7,South,0.0,36098814.0,464542.0
Telangana,2016,158.1,0.0,1286.98,100.8,South,0.0,36385522.0,507946.0
Telangana,2017,159.1,90.87,3291.25,100.8,South,0.0,36632112.0,557410.0
Telangana,2018,159.1,90.87,3592.09,128.1,South,18.5,36879672.0,608401.0
Telangana,2019,159.1,90.87,3620.75,128.1,South,26.0,37127114.0,638682.0
Telangana,2020,160.1,90.87,3961.54,128.1,South,50.38,37374506.0,616369.0
Telangana,2021,160.1,90.87,4520.48,128.1,South,59.64,37620985.0,684627.0
Telangana,2022,160.09957885742188,90.86991119384766,4520.478515625,128.09979248046875,South,59.63872528076172,37797405.0,719483.0
Telangana,2023,160.09957885742188,90.86991119384766,4520.478515625,128.09979248046875,South,59.63872528076172,37974754.0,754339.0
Telangana,2024,160.09957885742188,90.86991119384766,4520.478515625,128.09979248046875,South,59.63872528076172,38151079.0,752994.5
Tripura,2006,0.0,16.01,0.0,0.0,North-East,0.0,3466926.0,8019.0
Tripura,2007,0.0,16.01,0.0,0.0,North-East,0.0,3508598.0,8350.0
Tripura,2008,0.0,16.01,0.0,0.0,North-East,0.0,3550063.0,8019.0
Tripura,2009,0.0,16.01,0.0,0.0,North-East,0.0,3591321.0,8683.0
Tripura,2010,0.0,16.01,0.0,0.0,North-East,0.0,3632371.0,9343.0
Tripura,2011,0.0,16.01,0.0,0.0,North-East,0.0,3673917.0,19208.0
Tripura,2012,0.0,16.01,0.0,0.0,North-East,0.0,3713934.0,20873.0
Tripura,2013,0.0,16.01,0.0,0.0,North-East,0.0,3753973.0,22819.0
Tripura,2014,0.0,16.01,5.0,0.0,North-East,0.0,3793998.0,26965.0
Tripura,2015,0.0,16.01,5.0,0.0,North-East,0.0,3834018.0,26787.0
Tripura,2016,0.0,16.01,5.09,0.0,North-East,0.0,3874064.0,30538.0
Tripura,2017,0.0,16.01,5.09,0.0,North-East,0.0,3914072.0,33093.0
Tripura,2018,0.0,16.01,5.09,0.0,North-East,0.0,3953109.0,36754.0
Tripura,2019,0.0,16.01,9.41,0.0,North-East,0.0,3992143.0,40207.0
Tripura,2020,0.0,16.01,13.56,0.0,North-East,0.0,4032182.0,41799.0
Tripura,2021,0.0,16.01,14.89,0.0,North-East,0.0,4071208.0,45290.0
Tripura,2022,0.0,16.010000228881836,14.888741493225098,0.0,North-East,0.0,4109233.0,48781.0
Tripura,2023,0.0,16.010000228881836,14.888741493225098,0.0,North-East,0.0,4147268.0,52272.0
Tripura,2024,0.0,16.010000228881836,14.888741493225098,0.0,North-East,0.0,4184280.0,52136.265625
Uttar Pradesh,2006,121.5,25.1,0.38,0.0,North,0.0,181163855.0,239070.0
Uttar Pradesh,2007,200.5,25.1,0.38,0.0,North,0.0,185011288.0,258067.0
Uttar Pradesh,2008,372.5,25.1,0.38,0.0,North,0.0,188779396.0,276677.0
Uttar Pradesh,2009,567.0,25.1,0.38,0.0,North,0.0,192468179.0,294836.0
Uttar Pradesh,2010,592.5,25.1,0.38,0.0,North,0.0,196077639.0,313640.0
Uttar Pradesh,2011,644.5,25.1,12.38,0.0,North,0.0,199812341.0,724050.0
Uttar Pradesh,2012,776.5,25.1,17.38,0.0,North,0.0,203067243.0,758205.0
Uttar Pradesh,2013,776.5,25.1,21.08,0.0,North,0.0,206322112.0,802070.0
Uttar Pradesh,2014,888.5,25.1,71.26,0.0,North,0.0,209577239.0,834432.0
Uttar Pradesh,2015,870.0,25.1,143.5,0.0,North,0.0,212832274.0,908241.0
Uttar Pradesh,2016,1933.0,25.1,336.73,0.0,North,0.0,216087225.0,1011500.0
Uttar Pradesh,2017,2115.51,25.1,694.41,0.0,North,0.0,219051592.0,1056399.0
Uttar Pradesh,2018,2115.51,25.1,960.1,0.0,North,0.0,222015356.0,1101609.0
Uttar Pradesh,2019,2115.51,25.1,1095.1,0.0,North,0.0,224979377.0,1137626.0
Uttar Pradesh,2020,2117.26,49.1,1836.27,0.0,North,58.84,227943310.0,1089612.0
Uttar Pradesh,2021,2117.26,49.1,2244.43,0.0,North,72.73,230907481.0,1109878.0
Uttar Pradesh,2022,2117.259521484375,49.099361419677734,2244.4287109375,0.0,North,72.72886657714844,233297127.0,1130145.0
Uttar Pradesh,2023,2117.259521484375,49.099361419677734,2244.4287109375,0.0,North,72.72886657714844,235687425.0,1150411.0
Uttar Pradesh,2024,2117.259521484375,49.099361419677734,2244.4287109375,0.0,North,72.72886657714844,238078417.0,1147555.0
Uttarakhand,2006,0.0,75.67,0.05,0.0,North,0.0,9376091.0,23103.0
Uttarakhand,2007,0.0,105.12,0.05,0.0,North,0.0,9520148.0,25482.0
Uttarakhand,2008,0.0,105.12,0.05,0.0,North,0.0,9662834.0,26968.0
Uttarakhand,2009,0.0,132.92,0.05,0.0,North,0.0,9804149.0,29507.0
Uttarakhand,2010,10.0,134.62,0.05,0.0,North,0.0,9944095.0,31440.0
Uttarakhand,2011,10.0,170.82,5.05,0.0,North,0.0,10086292.0,115328.0
Uttarakhand,2012,10.0,174.82,5.05,0.0,North,0.0,10219953.0,123710.0
Uttarakhand,2013,30.0,174.82,5.05,0.0,North,0.0,10354275.0,134182.0
Uttarakhand,2014,30.0,209.32,5.0,0.0,North,0.0,10487268.0,141278.0
Uttarakhand,2015,76.0,209.33,41.15,0.0,North,0.0,10621186.0,152699.0
Uttarakhand,2016,73.0,209.32,233.49,0.0,North,0.0,10755289.0,167703.0
Uttarakhand,2017,130.5,214.32,260.08,0.0,North,0.0,10884213.0,180956.0
Uttarakhand,2018,130.5,214.32,306.75,0.0,North,0.0,11013269.0,186048.0
Uttarakhand,2019,130.5,214.32,315.9,0.0,North,0.0,11141303.0,188236.0
Uttarakhand,2020,130.22,214.32,380.13,0.0,North,9.22,11270390.0,175910.0
Uttarakhand,2021,130.22,218.82,573.54,0.0,North,9.22,11399520.0,181984.0
Uttarakhand,2022,130.22056579589844,218.81895446777344,573.5387573242188,0.0,North,9.219246864318848,11518343.0,188059.0
Uttarakhand,2023,130.22056579589844,218.81895446777344,573.5387573242188,0.0,North,9.219246864318848,11637436.0,194134.0
Uttarakhand,2024,130.22056579589844,218.81895446777344,573.5387573242188,0.0,North,9.219246864318848,11755469.0,193652.671875
West Bengal,2006,0.0,98.4,0.05,1.1,East,0.0,86752089.0,204948.0
West Bengal,2007,0.0,98.4,0.05,0.0,East,0.0,87706502.0,222683.0
West Bengal,2008,0.0,98.4,0.05,0.0,East,0.0,88632405.0,236806.0
West Bengal,2009,16.0,98.4,1.15,4.3,East,0.0,89529797.0,253408.0
West Bengal,2010,16.0,98.4,1.15,4.3,East,0.0,90398680.0,269266.0
West Bengal,2011,16.0,98.4,2.05,4.3,East,0.0,91276115.0,520485.0
West Bengal,2012,26.0,98.4,2.05,0.0,East,0.0,92036859.0,542191.0
West Bengal,2013,26.0,98.4,7.05,0.0,East,0.0,92796928.0,558497.0
West Bengal,2014,26.0,98.5,7.21,0.0,East,0.0,93557966.0,574364.0
West Bengal,2015,26.0,98.5,7.77,0.0,East,0.0,94317975.0,609545.0
West Bengal,2016,300.0,98.5,26.14,0.0,East,0.0,95079005.0,653416.0
West Bengal,2017,319.92,98.5,37.32,0.0,East,0.0,95688123.0,694980.0
West Bengal,2018,319.92,98.5,75.95,0.0,East,0.0,96297082.0,739082.0
West Bengal,2019,319.92,98.5,114.46,0.0,East,0.0,96906035.0,784424.0
West Bengal,2020,319.92,98.5,162.65,0.0,East,1.17,97516138.0,792720.0
West Bengal,2021,319.92,98.5,166.0,0.0,East,2.53,98124996.0,812527.0
West Bengal,2022,319.9197082519531,98.49974822998047,165.99874877929688,0.00018748754519037902,East,2.528870105743408,98604137.0,832333.0
West Bengal,2023,319.9197082519531,98.49974822998047,165.99874877929688,0.00018748754519037902,East,2.528870105743408,99084008.0,852139.0
West Bengal,2024,319.9197082519531,98.49974822998047,165.99874877929688,0.00018748754519037902,East,2.528870105743408,99563100.0,850812.125
